"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2025";"0000";"26,1";"26,6";"26,1";"82,0";"82,0";"80,0";"22,7";"23,0";"22,5";"1004,7";"1004,7";"1004,2";"2,2";"81,0";"5,6";"";"0,0"
"01/01/2025";"0100";"26,1";"26,2";"26,0";"83,0";"84,0";"82,0";"22,9";"23,1";"22,8";"1004,9";"1004,9";"1004,7";"3,0";"76,0";"4,7";"";"0,0"
"01/01/2025";"0200";"25,7";"26,2";"25,7";"85,0";"85,0";"83,0";"23,0";"23,3";"22,9";"1004,5";"1004,9";"1004,5";"2,4";"60,0";"5,0";"";"0,0"
"01/01/2025";"0300";"24,9";"25,7";"24,9";"88,0";"88,0";"85,0";"22,8";"23,0";"22,7";"1004,0";"1004,5";"1004,0";"1,5";"13,0";"3,7";"";"0,0"
"01/01/2025";"0400";"24,4";"24,9";"24,3";"90,0";"91,0";"88,0";"22,7";"22,8";"22,7";"1003,4";"1004,0";"1003,4";"1,5";"44,0";"2,4";"";"0,0"
"01/01/2025";"0500";"24,2";"24,5";"24,2";"91,0";"91,0";"90,0";"22,6";"22,7";"22,6";"1003,2";"1003,4";"1003,2";"1,6";"47,0";"3,0";"";"0,0"
"01/01/2025";"0600";"24,1";"24,3";"24,0";"92,0";"92,0";"91,0";"22,7";"22,8";"22,6";"1003,1";"1003,3";"1003,1";"1,6";"24,0";"2,5";"";"0,0"
"01/01/2025";"0700";"24,0";"24,5";"24,0";"93,0";"93,0";"91,0";"22,8";"23,0";"22,7";"1003,3";"1003,3";"1003,1";"1,4";"12,0";"2,8";"";"0,0"
"01/01/2025";"0800";"23,8";"24,0";"23,5";"95,0";"96,0";"93,0";"23,0";"23,0";"22,6";"1003,6";"1003,6";"1003,3";"0,9";"36,0";"2,1";"";"0,0"
"01/01/2025";"0900";"25,5";"25,5";"23,8";"89,0";"95,0";"89,0";"23,5";"23,6";"23,0";"1004,1";"1004,1";"1003,6";"1,5";"50,0";"2,9";"200,00";"0,0"
"01/01/2025";"1000";"28,1";"28,2";"25,5";"73,0";"89,0";"72,0";"22,8";"23,7";"22,4";"1004,3";"1004,3";"1004,1";"4,1";"88,0";"6,5";"1074,30";"0,0"
"01/01/2025";"1100";"28,2";"28,9";"27,1";"71,0";"79,0";"68,0";"22,4";"23,6";"21,8";"1004,6";"1004,6";"1004,3";"4,0";"82,0";"6,6";"1198,00";"0,0"
"01/01/2025";"1200";"28,2";"29,0";"27,8";"69,0";"73,0";"67,0";"21,9";"22,9";"21,9";"1005,0";"1005,0";"1004,6";"3,6";"85,0";"6,1";"1176,70";"0,0"
"01/01/2025";"1300";"29,5";"30,6";"28,1";"64,0";"70,0";"62,0";"22,0";"23,0";"21,6";"1004,7";"1005,0";"1004,6";"4,4";"96,0";"8,0";"2532,80";"0,0"
"01/01/2025";"1400";"29,8";"31,2";"29,0";"64,0";"67,0";"61,0";"22,3";"23,1";"21,7";"1004,1";"1004,7";"1004,1";"4,0";"101,0";"8,0";"2823,40";"0,0"
"01/01/2025";"1500";"30,3";"30,5";"29,1";"63,0";"68,0";"63,0";"22,5";"23,4";"22,1";"1003,6";"1004,1";"1003,5";"5,3";"103,0";"8,6";"2692,40";"0,0"
"01/01/2025";"1600";"29,9";"31,1";"29,9";"65,0";"65,0";"59,0";"22,6";"23,1";"21,8";"1002,9";"1003,6";"1002,9";"5,0";"96,0";"8,3";"3582,50";"0,0"
"01/01/2025";"1700";"30,2";"31,4";"29,4";"63,0";"67,0";"60,0";"22,3";"23,4";"22,0";"1002,1";"1002,9";"1002,1";"5,1";"80,0";"9,6";"3134,60";"0,0"
"01/01/2025";"1800";"29,5";"30,9";"29,4";"67,0";"68,0";"60,0";"22,8";"23,0";"22,0";"1002,0";"1002,1";"1002,0";"4,9";"94,0";"9,3";"2291,50";"0,0"
"01/01/2025";"1900";"28,6";"29,7";"28,5";"69,0";"71,0";"66,0";"22,3";"23,1";"22,0";"1001,9";"1002,0";"1001,8";"4,5";"80,0";"8,5";"1206,20";"0,0"
"01/01/2025";"2000";"27,6";"28,6";"27,4";"75,0";"77,0";"69,0";"22,7";"23,4";"22,5";"1002,1";"1002,1";"1001,9";"4,4";"91,0";"7,6";"304,30";"0,0"
"01/01/2025";"2100";"26,8";"27,6";"26,8";"77,0";"79,0";"75,0";"22,5";"23,1";"22,4";"1002,5";"1002,6";"1002,1";"3,9";"88,0";"7,6";"52,10";"0,0"
"01/01/2025";"2200";"26,4";"26,8";"26,4";"82,0";"83,0";"77,0";"23,2";"23,4";"22,5";"1003,1";"1003,1";"1002,5";"2,8";"74,0";"6,3";"";"0,0"
"01/01/2025";"2300";"26,2";"26,5";"26,1";"83,0";"83,0";"82,0";"23,1";"23,2";"23,1";"1003,6";"1003,6";"1003,1";"2,8";"73,0";"5,0";"";"0,0"
"02/01/2025";"0000";"25,7";"26,2";"25,7";"84,0";"84,0";"83,0";"22,9";"23,1";"22,9";"1004,3";"1004,3";"1003,6";"1,9";"56,0";"4,9";"";"0,0"
"02/01/2025";"0100";"25,2";"25,8";"25,2";"88,0";"88,0";"84,0";"23,0";"23,1";"22,8";"1004,5";"1004,5";"1004,3";"1,4";"40,0";"3,4";"";"0,0"
"02/01/2025";"0200";"24,6";"25,3";"24,6";"90,0";"90,0";"88,0";"22,9";"23,1";"22,9";"1004,1";"1004,5";"1004,1";"1,6";"23,0";"2,4";"";"0,0"
"02/01/2025";"0300";"24,4";"24,6";"24,4";"91,0";"91,0";"90,0";"22,9";"23,0";"22,8";"1003,7";"1004,2";"1003,7";"1,2";"15,0";"2,3";"";"0,0"
"02/01/2025";"0400";"24,2";"24,4";"24,1";"92,0";"93,0";"91,0";"22,8";"23,1";"22,7";"1003,6";"1003,7";"1003,6";"0,8";"13,0";"1,8";"";"0,0"
"02/01/2025";"0500";"23,7";"24,2";"23,6";"95,0";"95,0";"92,0";"22,8";"22,8";"22,7";"1003,3";"1003,6";"1003,2";"0,3";"349,0";"1,2";"";"0,0"
"02/01/2025";"0600";"23,7";"23,8";"23,6";"95,0";"95,0";"95,0";"22,9";"23,0";"22,8";"1003,1";"1003,3";"1003,1";"0,5";"8,0";"1,1";"";"0,0"
"02/01/2025";"0700";"23,3";"23,7";"23,3";"96,0";"96,0";"95,0";"22,6";"22,8";"22,6";"1003,1";"1003,1";"1003,0";"0,2";"67,0";"1,2";"";"0,0"
"02/01/2025";"0800";"23,1";"23,3";"23,0";"97,0";"97,0";"96,0";"22,6";"22,7";"22,5";"1003,6";"1003,6";"1003,1";"0,3";"243,0";"0,7";"";"0,0"
"02/01/2025";"0900";"24,5";"24,5";"23,0";"94,0";"98,0";"94,0";"23,5";"23,6";"22,6";"1004,4";"1004,4";"1003,6";"0,5";"347,0";"1,2";"127,90";"0,0"
"02/01/2025";"1000";"26,5";"26,7";"24,5";"82,0";"94,0";"81,0";"23,1";"24,1";"22,9";"1004,9";"1004,9";"1004,4";"1,1";"51,0";"2,0";"561,30";"0,0"
"02/01/2025";"1100";"27,0";"28,2";"26,5";"77,0";"84,0";"74,0";"22,7";"23,7";"22,4";"1005,0";"1005,1";"1004,9";"2,4";"109,0";"5,5";"769,40";"0,0"
"02/01/2025";"1200";"28,3";"29,3";"27,0";"71,0";"77,0";"66,0";"22,5";"23,1";"22,0";"1005,3";"1005,3";"1005,0";"3,5";"103,0";"6,8";"1659,70";"0,0"
"02/01/2025";"1300";"29,6";"29,9";"27,9";"67,0";"73,0";"64,0";"22,8";"23,5";"21,6";"1005,2";"1005,4";"1005,2";"4,4";"114,0";"8,3";"2272,70";"0,0"
"02/01/2025";"1400";"30,1";"30,7";"29,0";"65,0";"69,0";"62,0";"22,8";"23,4";"22,0";"1004,6";"1005,2";"1004,6";"4,0";"121,0";"10,1";"3611,30";"0,0"
"02/01/2025";"1500";"30,3";"31,0";"29,1";"62,0";"66,0";"61,0";"22,2";"23,0";"21,6";"1004,1";"1004,6";"1004,0";"3,8";"114,0";"7,6";"3185,70";"0,0"
"02/01/2025";"1600";"30,4";"30,7";"29,5";"61,0";"64,0";"60,0";"22,0";"22,5";"21,4";"1003,3";"1004,1";"1003,3";"3,8";"130,0";"7,8";"3218,80";"0,0"
"02/01/2025";"1700";"29,9";"30,8";"29,6";"64,0";"64,0";"60,0";"22,5";"22,6";"21,6";"1002,8";"1003,3";"1002,7";"4,5";"104,0";"8,2";"3056,40";"0,0"
"02/01/2025";"1800";"29,0";"30,1";"28,7";"67,0";"68,0";"64,0";"22,3";"22,8";"22,0";"1002,1";"1002,8";"1002,1";"4,2";"104,0";"7,8";"2023,70";"0,0"
"02/01/2025";"1900";"28,7";"29,8";"28,5";"71,0";"71,0";"65,0";"22,8";"23,0";"22,1";"1002,1";"1002,2";"1001,9";"4,1";"104,0";"8,2";"1420,40";"0,0"
"02/01/2025";"2000";"27,6";"28,8";"27,5";"76,0";"77,0";"70,0";"23,1";"23,3";"22,8";"1002,7";"1002,7";"1002,1";"4,0";"97,0";"6,9";"369,30";"0,0"
"02/01/2025";"2100";"26,7";"27,7";"26,7";"80,0";"80,0";"75,0";"22,9";"23,1";"22,6";"1002,9";"1002,9";"1002,6";"4,0";"91,0";"6,7";"63,90";"0,0"
"02/01/2025";"2200";"26,3";"26,8";"26,3";"83,0";"83,0";"79,0";"23,3";"23,3";"22,8";"1003,3";"1003,3";"1002,9";"2,8";"74,0";"6,4";"";"0,0"
"02/01/2025";"2300";"26,1";"26,3";"26,1";"84,0";"84,0";"83,0";"23,2";"23,3";"23,0";"1004,0";"1004,0";"1003,3";"2,5";"78,0";"4,5";"";"0,0"
"03/01/2025";"0000";"25,7";"26,2";"25,7";"86,0";"86,0";"84,0";"23,2";"23,3";"23,2";"1004,1";"1004,1";"1004,0";"2,2";"49,0";"4,0";"";"0,0"
"03/01/2025";"0100";"25,1";"25,7";"25,1";"89,0";"89,0";"86,0";"23,2";"23,3";"23,1";"1004,2";"1004,3";"1004,1";"1,4";"12,0";"3,4";"";"0,0"
"03/01/2025";"0200";"25,1";"25,1";"25,0";"89,0";"90,0";"89,0";"23,1";"23,3";"23,1";"1003,9";"1004,2";"1003,9";"1,1";"15,0";"2,2";"";"0,0"
"03/01/2025";"0300";"25,0";"25,1";"24,8";"89,0";"90,0";"89,0";"23,2";"23,2";"23,1";"1003,2";"1003,9";"1003,2";"1,1";"345,0";"1,9";"";"0,0"
"03/01/2025";"0400";"24,3";"25,1";"24,3";"91,0";"91,0";"89,0";"22,9";"23,2";"22,8";"1002,6";"1003,2";"1002,6";"0,8";"336,0";"2,0";"";"0,0"
"03/01/2025";"0500";"23,6";"24,3";"23,6";"94,0";"94,0";"91,0";"22,6";"22,8";"22,5";"1002,5";"1002,6";"1002,4";"0,4";"147,0";"2,2";"";"0,0"
"03/01/2025";"0600";"23,3";"23,6";"23,2";"96,0";"96,0";"94,0";"22,7";"22,7";"22,4";"1002,5";"1002,5";"1002,4";"0,5";"250,0";"1,4";"";"0,0"
"03/01/2025";"0700";"23,4";"23,5";"23,1";"97,0";"97,0";"96,0";"22,8";"23,0";"22,4";"1002,4";"1002,5";"1002,3";"0,7";"299,0";"1,2";"";"0,0"
"03/01/2025";"0800";"24,0";"24,0";"23,4";"96,0";"97,0";"96,0";"23,3";"23,3";"22,8";"1003,2";"1003,2";"1002,4";"0,4";"250,0";"1,2";"";"0,0"
"03/01/2025";"0900";"25,3";"25,3";"24,0";"94,0";"96,0";"94,0";"24,3";"24,6";"23,1";"1003,8";"1003,8";"1003,2";"0,3";"345,0";"1,0";"125,10";"0,0"
"03/01/2025";"1000";"27,5";"27,5";"25,2";"79,0";"94,0";"79,0";"23,5";"24,2";"23,2";"1004,2";"1004,2";"1003,8";"2,0";"113,0";"3,3";"903,10";"0,0"
"03/01/2025";"1100";"28,6";"29,3";"26,7";"71,0";"82,0";"68,0";"22,8";"23,6";"22,0";"1004,4";"1004,5";"1004,1";"2,8";"115,0";"5,8";"1132,40";"0,0"
"03/01/2025";"1200";"29,3";"29,5";"28,1";"68,0";"73,0";"67,0";"22,7";"23,5";"22,2";"1004,6";"1004,6";"1004,3";"3,2";"112,0";"6,6";"1832,80";"0,0"
"03/01/2025";"1300";"30,0";"31,0";"29,0";"64,0";"68,0";"61,0";"22,4";"23,2";"21,9";"1004,2";"1004,6";"1004,2";"4,2";"98,0";"7,4";"3025,40";"0,0"
"03/01/2025";"1400";"30,1";"31,8";"29,8";"61,0";"65,0";"56,0";"21,9";"22,8";"21,5";"1003,9";"1004,3";"1003,9";"4,9";"97,0";"10,0";"3746,00";"0,0"
"03/01/2025";"1500";"30,0";"31,8";"29,7";"63,0";"63,0";"55,0";"22,2";"22,6";"21,0";"1003,4";"1003,9";"1003,4";"4,2";"103,0";"10,0";"3252,80";"0,0"
"03/01/2025";"1600";"31,8";"31,8";"29,9";"58,0";"65,0";"56,0";"22,5";"23,0";"21,7";"1002,8";"1003,5";"1002,8";"3,9";"104,0";"8,4";"3391,00";"0,0"
"03/01/2025";"1700";"30,4";"32,0";"29,5";"62,0";"65,0";"57,0";"22,2";"22,7";"21,0";"1002,2";"1002,8";"1002,2";"4,8";"96,0";"8,1";"2689,80";"0,0"
"03/01/2025";"1800";"29,4";"30,9";"28,8";"66,0";"69,0";"60,0";"22,4";"22,8";"21,6";"1002,0";"1002,2";"1002,0";"4,6";"114,0";"9,8";"2079,60";"0,0"
"03/01/2025";"1900";"28,3";"30,4";"28,3";"72,0";"72,0";"63,0";"22,8";"23,0";"21,8";"1002,1";"1002,1";"1001,8";"4,4";"105,0";"7,6";"1485,10";"0,0"
"03/01/2025";"2000";"27,6";"28,8";"27,6";"75,0";"75,0";"70,0";"22,7";"23,0";"22,4";"1002,3";"1002,3";"1002,1";"4,6";"106,0";"7,9";"306,40";"0,0"
"03/01/2025";"2100";"26,9";"27,6";"26,9";"76,0";"77,0";"74,0";"22,4";"22,9";"22,4";"1002,4";"1002,4";"1002,2";"3,9";"82,0";"7,2";"53,00";"0,0"
"03/01/2025";"2200";"26,6";"27,0";"26,6";"80,0";"80,0";"76,0";"22,7";"23,0";"22,5";"1002,8";"1002,8";"1002,4";"3,4";"72,0";"6,4";"";"0,0"
"03/01/2025";"2300";"26,1";"26,6";"26,1";"83,0";"83,0";"80,0";"22,9";"23,0";"22,7";"1003,6";"1003,6";"1002,8";"2,7";"60,0";"6,1";"";"0,0"
"04/01/2025";"0000";"25,6";"26,2";"25,6";"85,0";"85,0";"82,0";"22,9";"23,1";"22,9";"1004,1";"1004,1";"1003,6";"1,9";"44,0";"4,5";"";"0,0"
"04/01/2025";"0100";"24,9";"25,6";"24,8";"88,0";"89,0";"85,0";"22,8";"22,9";"22,7";"1004,2";"1004,2";"1003,9";"1,8";"47,0";"3,5";"";"0,0"
"04/01/2025";"0200";"24,6";"24,9";"24,4";"90,0";"91,0";"88,0";"23,0";"23,0";"22,7";"1004,1";"1004,3";"1003,9";"1,3";"44,0";"2,8";"";"0,0"
"04/01/2025";"0300";"24,3";"24,7";"24,2";"92,0";"92,0";"90,0";"22,9";"22,9";"22,7";"1003,5";"1004,1";"1003,5";"0,5";"335,0";"2,4";"";"0,0"
"04/01/2025";"0400";"24,3";"24,8";"24,3";"91,0";"92,0";"89,0";"22,8";"23,2";"22,7";"1003,2";"1003,6";"1003,2";"1,7";"10,0";"3,0";"";"0,0"
"04/01/2025";"0500";"23,6";"24,3";"23,6";"94,0";"94,0";"91,0";"22,6";"22,8";"22,6";"1002,7";"1003,2";"1002,7";"0,6";"60,0";"3,0";"";"0,0"
"04/01/2025";"0600";"23,5";"23,6";"23,4";"96,0";"96,0";"94,0";"22,8";"22,8";"22,5";"1002,6";"1002,7";"1002,6";"0,7";"20,0";"1,2";"";"0,0"
"04/01/2025";"0700";"23,2";"23,6";"23,2";"97,0";"97,0";"96,0";"22,7";"22,9";"22,6";"1002,8";"1002,8";"1002,5";"0,6";"21,0";"1,3";"";"0,0"
"04/01/2025";"0800";"23,3";"23,4";"23,0";"97,0";"98,0";"97,0";"22,9";"22,9";"22,5";"1002,8";"1002,8";"1002,7";"0,4";"113,0";"1,1";"";"0,0"
"04/01/2025";"0900";"24,5";"24,5";"23,3";"94,0";"97,0";"94,0";"23,5";"23,5";"22,9";"1003,4";"1003,4";"1002,8";"1,1";"1,0";"2,5";"155,60";"0,0"
"04/01/2025";"1000";"26,7";"26,7";"24,5";"84,0";"94,0";"84,0";"23,8";"24,0";"23,4";"1003,9";"1003,9";"1003,4";"2,3";"36,0";"3,7";"801,60";"0,0"
"04/01/2025";"1100";"28,2";"28,9";"26,7";"74,0";"84,0";"73,0";"23,2";"24,3";"23,1";"1003,9";"1003,9";"1003,7";"3,5";"49,0";"5,9";"1685,50";"0,0"
"04/01/2025";"1200";"30,0";"30,4";"27,7";"69,0";"77,0";"67,0";"23,6";"23,9";"22,8";"1004,2";"1004,3";"1003,9";"3,5";"64,0";"6,0";"1611,70";"0,0"
"04/01/2025";"1300";"30,6";"30,7";"28,7";"69,0";"75,0";"67,0";"24,3";"24,6";"23,1";"1003,8";"1004,3";"1003,8";"3,9";"66,0";"7,5";"1654,20";"0,0"
"04/01/2025";"1400";"32,1";"32,6";"30,0";"61,0";"70,0";"60,0";"23,6";"24,3";"23,1";"1003,0";"1003,8";"1003,0";"4,7";"64,0";"7,9";"3391,60";"0,0"
"04/01/2025";"1500";"32,4";"32,8";"31,1";"58,0";"64,0";"58,0";"23,1";"24,0";"22,9";"1002,3";"1003,0";"1002,3";"5,6";"67,0";"9,1";"3246,30";"0,0"
"04/01/2025";"1600";"31,3";"33,6";"31,1";"65,0";"65,0";"55,0";"23,8";"24,5";"22,7";"1001,8";"1002,3";"1001,8";"6,2";"78,0";"9,4";"3234,50";"0,0"
"04/01/2025";"1700";"30,9";"32,2";"30,6";"66,0";"67,0";"62,0";"23,8";"24,8";"23,2";"1001,1";"1001,8";"1001,0";"5,7";"89,0";"9,9";"2809,90";"0,0"
"04/01/2025";"1800";"30,3";"31,7";"29,9";"70,0";"71,0";"64,0";"24,3";"24,8";"23,7";"1000,9";"1001,1";"1000,8";"6,0";"82,0";"10,7";"2392,50";"0,0"
"04/01/2025";"1900";"29,4";"30,6";"29,3";"73,0";"74,0";"68,0";"24,1";"24,5";"23,8";"1000,7";"1000,9";"1000,7";"6,2";"71,0";"10,9";"1312,90";"0,0"
"04/01/2025";"2000";"28,3";"29,4";"28,2";"79,0";"79,0";"73,0";"24,2";"24,2";"23,7";"1001,0";"1001,0";"1000,7";"6,8";"61,0";"10,6";"313,70";"0,0"
"04/01/2025";"2100";"27,4";"28,4";"27,4";"83,0";"83,0";"76,0";"24,3";"24,3";"23,7";"1001,4";"1001,4";"1001,0";"4,4";"64,0";"10,6";"62,70";"0,0"
"04/01/2025";"2200";"27,3";"27,5";"27,2";"85,0";"85,0";"83,0";"24,6";"24,6";"24,3";"1002,0";"1002,0";"1001,4";"4,2";"57,0";"7,7";"";"0,0"
"04/01/2025";"2300";"27,0";"27,4";"27,0";"86,0";"86,0";"85,0";"24,4";"24,7";"24,4";"1002,9";"1002,9";"1002,0";"4,4";"57,0";"7,3";"";"0,0"
"05/01/2025";"0000";"26,9";"27,1";"26,8";"86,0";"86,0";"85,0";"24,3";"24,4";"24,3";"1003,5";"1003,5";"1002,9";"3,6";"47,0";"7,4";"";"0,0"
"05/01/2025";"0100";"26,7";"26,9";"26,6";"86,0";"87,0";"85,0";"24,2";"24,3";"24,1";"1003,5";"1003,7";"1003,5";"3,1";"35,0";"6,4";"";"0,0"
"05/01/2025";"0200";"26,6";"26,7";"26,4";"87,0";"87,0";"86,0";"24,2";"24,2";"24,0";"1003,1";"1003,5";"1003,1";"2,5";"40,0";"5,5";"";"0,0"
"05/01/2025";"0300";"26,0";"26,6";"25,9";"90,0";"90,0";"87,0";"24,2";"24,2";"24,1";"1002,9";"1003,2";"1002,9";"1,6";"31,0";"4,5";"";"0,0"
"05/01/2025";"0400";"26,0";"26,0";"26,0";"89,0";"90,0";"89,0";"24,1";"24,2";"24,1";"1002,6";"1002,9";"1002,6";"2,1";"42,0";"4,0";"";"0,0"
"05/01/2025";"0500";"25,7";"26,0";"25,7";"91,0";"91,0";"89,0";"24,0";"24,1";"24,0";"1002,3";"1002,6";"1002,3";"2,5";"45,0";"4,8";"";"0,0"
"05/01/2025";"0600";"25,2";"25,7";"25,1";"93,0";"93,0";"91,0";"23,9";"24,0";"23,8";"1002,0";"1002,3";"1002,0";"2,2";"25,0";"4,2";"";"0,0"
"05/01/2025";"0700";"24,7";"25,2";"24,7";"94,0";"94,0";"93,0";"23,8";"23,9";"23,8";"1002,4";"1002,4";"1002,0";"1,3";"43,0";"3,7";"";"0,0"
"05/01/2025";"0800";"24,6";"24,7";"24,6";"95,0";"95,0";"94,0";"23,8";"23,9";"23,7";"1002,9";"1002,9";"1002,4";"2,0";"33,0";"3,0";"";"0,0"
"05/01/2025";"0900";"25,7";"25,7";"24,6";"91,0";"95,0";"91,0";"24,1";"24,2";"23,7";"1003,5";"1003,5";"1002,9";"1,5";"42,0";"3,1";"124,20";"0,0"
"05/01/2025";"1000";"26,3";"26,4";"25,7";"88,0";"91,0";"87,0";"24,1";"24,2";"23,8";"1003,5";"1003,8";"1003,5";"2,9";"30,0";"4,5";"353,50";"0,0"
"05/01/2025";"1100";"28,5";"28,9";"26,3";"76,0";"88,0";"76,0";"23,9";"24,6";"23,9";"1003,6";"1003,7";"1003,5";"4,4";"41,0";"6,7";"1222,40";"0,0"
"05/01/2025";"1200";"29,1";"30,3";"28,5";"70,0";"76,0";"65,0";"23,2";"24,1";"22,5";"1003,4";"1003,6";"1003,3";"5,3";"35,0";"8,8";"1694,20";"0,0"
"05/01/2025";"1300";"31,3";"31,3";"29,0";"63,0";"72,0";"63,0";"23,5";"24,0";"22,4";"1003,0";"1003,4";"1003,0";"4,5";"49,0";"7,8";"1303,40";"0,0"
"05/01/2025";"1400";"32,1";"32,1";"30,3";"63,0";"67,0";"61,0";"24,1";"24,2";"23,0";"1002,5";"1003,0";"1002,5";"6,1";"56,0";"10,4";"2869,90";"0,0"
"05/01/2025";"1500";"32,0";"32,5";"30,8";"61,0";"66,0";"61,0";"23,7";"24,4";"23,4";"1002,0";"1002,6";"1002,0";"6,2";"65,0";"10,8";"3197,60";"0,0"
"05/01/2025";"1600";"31,6";"32,8";"30,7";"64,0";"66,0";"58,0";"24,0";"24,2";"23,2";"1001,7";"1002,1";"1001,7";"6,3";"80,0";"10,5";"3236,30";"0,0"
"05/01/2025";"1700";"30,9";"32,1";"30,7";"68,0";"68,0";"58,0";"24,3";"24,8";"22,8";"1001,2";"1001,7";"1001,2";"6,2";"80,0";"10,1";"2594,70";"0,0"
"05/01/2025";"1800";"30,6";"31,3";"29,9";"69,0";"72,0";"67,0";"24,2";"24,8";"23,8";"1000,8";"1001,2";"1000,8";"5,6";"71,0";"11,3";"1750,60";"0,0"
"05/01/2025";"1900";"29,1";"30,7";"29,1";"74,0";"74,0";"67,0";"24,0";"24,4";"23,6";"1000,7";"1000,8";"1000,6";"5,8";"79,0";"9,4";"1292,60";"0,0"
"05/01/2025";"2000";"28,3";"29,6";"28,2";"79,0";"79,0";"73,0";"24,3";"24,4";"23,9";"1001,2";"1001,2";"1000,7";"5,0";"72,0";"9,2";"368,40";"0,0"
"05/01/2025";"2100";"27,4";"28,3";"27,4";"84,0";"84,0";"79,0";"24,5";"24,5";"24,2";"1001,7";"1001,7";"1001,2";"4,7";"66,0";"8,4";"65,60";"0,0"
"05/01/2025";"2200";"27,3";"27,5";"27,3";"85,0";"86,0";"84,0";"24,7";"24,7";"24,5";"1002,1";"1002,2";"1001,7";"4,4";"65,0";"8,3";"";"0,0"
"05/01/2025";"2300";"27,0";"27,3";"27,0";"87,0";"87,0";"85,0";"24,7";"24,7";"24,6";"1002,8";"1002,8";"1002,1";"4,1";"58,0";"7,5";"";"0,0"
"06/01/2025";"0000";"27,0";"27,1";"27,0";"88,0";"88,0";"87,0";"24,7";"24,8";"24,7";"1003,4";"1003,4";"1002,8";"3,3";"46,0";"6,8";"";"0,0"
"06/01/2025";"0100";"26,6";"27,0";"26,5";"91,0";"92,0";"87,0";"25,0";"25,1";"24,6";"1003,8";"1003,8";"1003,4";"3,0";"58,0";"5,3";"";"0,0"
"06/01/2025";"0200";"26,4";"26,6";"26,4";"93,0";"93,0";"91,0";"25,2";"25,2";"25,1";"1003,3";"1003,8";"1003,3";"1,9";"53,0";"4,5";"";"0,0"
"06/01/2025";"0300";"26,5";"26,5";"26,3";"91,0";"93,0";"91,0";"25,0";"25,3";"25,0";"1002,7";"1003,3";"1002,7";"2,8";"53,0";"4,5";"";"0,0"
"06/01/2025";"0400";"26,2";"26,6";"26,2";"93,0";"93,0";"91,0";"25,0";"25,0";"24,8";"1002,2";"1002,7";"1002,2";"2,4";"14,0";"4,1";"";"0,0"
"06/01/2025";"0500";"26,1";"26,2";"25,9";"93,0";"94,0";"93,0";"24,9";"25,0";"24,8";"1002,0";"1002,2";"1001,8";"2,6";"55,0";"4,3";"";"0,0"
"06/01/2025";"0600";"26,2";"26,2";"26,0";"91,0";"93,0";"91,0";"24,7";"24,9";"24,7";"1001,7";"1002,0";"1001,7";"2,9";"67,0";"7,5";"";"0,0"
"06/01/2025";"0700";"26,1";"26,3";"26,1";"90,0";"91,0";"89,0";"24,2";"24,7";"24,2";"1001,4";"1001,7";"1001,3";"3,7";"67,0";"7,5";"";"0,0"
"06/01/2025";"0800";"25,8";"26,1";"25,7";"91,0";"91,0";"90,0";"24,1";"24,2";"24,0";"1002,1";"1002,1";"1001,4";"2,6";"53,0";"6,1";"";"0,0"
"06/01/2025";"0900";"26,2";"26,2";"25,7";"89,0";"91,0";"89,0";"24,4";"24,5";"24,1";"1003,0";"1003,0";"1002,1";"1,8";"52,0";"4,1";"86,80";"0,0"
"06/01/2025";"1000";"27,5";"27,6";"26,2";"85,0";"90,0";"84,0";"24,7";"24,9";"24,3";"1003,2";"1003,3";"1003,0";"1,9";"53,0";"3,4";"435,80";"0,0"
"06/01/2025";"1100";"28,5";"28,5";"27,5";"79,0";"85,0";"78,0";"24,6";"25,0";"24,0";"1003,5";"1003,5";"1003,1";"3,6";"25,0";"6,8";"885,60";"0,0"
"06/01/2025";"1200";"29,6";"30,4";"28,6";"70,0";"79,0";"67,0";"23,6";"24,5";"23,1";"1003,6";"1003,7";"1003,5";"4,5";"79,0";"7,8";"1896,00";"0,0"
"06/01/2025";"1300";"29,5";"31,0";"28,9";"72,0";"73,0";"67,0";"23,9";"24,5";"23,2";"1003,6";"1003,8";"1003,6";"4,9";"90,0";"8,3";"1940,40";"0,0"
"06/01/2025";"1400";"30,5";"31,5";"29,2";"65,0";"73,0";"62,0";"23,3";"24,7";"23,0";"1003,3";"1003,6";"1003,3";"5,6";"76,0";"10,9";"2682,80";"0,0"
"06/01/2025";"1500";"30,2";"31,4";"29,3";"66,0";"69,0";"63,0";"23,0";"23,8";"22,7";"1003,0";"1003,4";"1003,0";"6,0";"85,0";"11,1";"2435,70";"0,0"
"06/01/2025";"1600";"30,3";"30,9";"29,5";"64,0";"69,0";"64,0";"22,7";"23,8";"22,4";"1002,4";"1003,0";"1002,4";"6,1";"96,0";"9,4";"2423,10";"0,0"
